wall_1_top;wall_1_bot;wall_1_bot;wall_1_top;wall_1_bot;wall_1_bot;wall_1_bot;wall_1_bot;wall_1_bot;wall_1_bot;wall_1_bot;wall_1_top;wall_1_bot;wall_1_bot;wall_1_bot;wall_1_bot;wall_1_bot;wall_1_bot;wall_1_bot;wall_1_bot;wall_1_bot;wall_1_bot;wall_1_top;wall_1_bot;wall_1_bot;wall_1_top;";"
wall_1_top;;;wall_1_top;;;;;;;;wall_1_top;;;;;;;;;;;wall_1_top;;;wall_1_top;";"
wall_1_top;1;;wall_1_bot;;;;;;s;;wall_1_top;;;;;;;;;;;wall_1_bot;;2;wall_1_top;";"
wall_1_top;;;;;;;;;;;wall_1_top;;;;;;;;;;;;;;wall_1_top;";"
wall_1_top;;;;;;wall_1_bot;wall_1_bot;wall_1_bot;wall_1_bot;wall_1_bot;wall_1_bot;;;wall_1_bot;wall_1_bot;wall_1_bot;wall_1_bot;wall_1_bot;wall_1_top;;;;;;wall_1_top;";"
wall_1_top;wall_1_bot;wall_1_bot;wall_1_bot;;;;;;;;;;;;;;;;wall_1_top;;;wall_1_bot;wall_1_bot;wall_1_bot;wall_1_top;";"
wall_1_top;;;;;;;;;;;;s;s;;;;;;wall_1_top;;;;;;wall_1_top;";"
wall_1_top;;;;;;;;;;;;s;s;;;;;;wall_1_top;;;;s;;wall_1_top;";"
wall_1_top;;;;;;;;;;;;;;;;;;;wall_1_top;;;;;;wall_1_top;";"
wall_1_top;;;wall_1_top;wall_1_bot;wall_1_bot;wall_1_bot;wall_1_top;wall_1_bot;wall_1_bot;wall_1_bot;;;;;wall_1_bot;wall_1_bot;wall_1_bot;wall_1_top;wall_1_bot;;;wall_1_top;;;wall_1_top;";"
wall_1_top;;;wall_1_bot;;;;wall_1_bot;;;;;;;;;;;wall_1_bot;;;;wall_1_top;;;wall_1_top;";"
wall_1_top;;;;;;;;;s;s;s;s;s;s;s;s;;;;;;wall_1_bot;wall_1_bot;wall_1_bot;wall_1_top;";"
wall_1_top;;;;;s;;;;s;s;s;s;s;s;s;s;;;;s;;;;;wall_1_top;";"
wall_1_top;;;;;s;;;;s;s;s;s;s;s;s;s;;;;s;;;;;wall_1_top;";"
wall_1_top;wall_1_bot;wall_1_bot;wall_1_top;;;;;;s;s;s;s;s;s;s;s;;;;;;;;;wall_1_top;";"
wall_1_top;;;wall_1_top;;;;wall_1_top;;;;;;;;;;;wall_1_top;;;;wall_1_top;;;wall_1_top;";"
wall_1_top;;;wall_1_bot;;;wall_1_top;wall_1_bot;wall_1_bot;wall_1_bot;wall_1_bot;;;;;wall_1_bot;wall_1_bot;wall_1_bot;wall_1_bot;wall_1_bot;wall_1_bot;wall_1_bot;wall_1_bot;;;wall_1_top;";"
wall_1_top;;;;;;wall_1_top;;;;;;;;;;;;;;;;;;;wall_1_top;";"
wall_1_top;;s;;;;wall_1_top;;;;;;s;s;;;;;;;;;;;;wall_1_top;";"
wall_1_top;;;;;;wall_1_top;;;;;;s;s;;;;;;;;;;;;wall_1_top;";"
wall_1_top;wall_1_bot;wall_1_bot;wall_1_bot;;;wall_1_top;;;;;;;;;;;;;;;;wall_1_bot;wall_1_bot;wall_1_bot;wall_1_top;";"
wall_1_top;;;;;;wall_1_bot;wall_1_bot;wall_1_bot;wall_1_bot;wall_1_bot;wall_1_bot;;;wall_1_top;wall_1_bot;wall_1_bot;wall_1_bot;wall_1_bot;wall_1_bot;;;;;;wall_1_top;";"
wall_1_top;;;;;;;;;;;;;;wall_1_top;;;;;;;;;;;wall_1_top;";"
wall_1_top;3;;wall_1_top;;;;;;;;;;;wall_1_top;;s;;;;;;wall_1_top;;4;wall_1_top;";"
wall_1_top;;;wall_1_top;;;;;;;;;;;wall_1_top;;;;;;;;wall_1_top;;;wall_1_top;";"
wall_1_bot;wall_1_bot;wall_1_bot;wall_1_bot;wall_1_bot;wall_1_bot;wall_1_bot;wall_1_bot;wall_1_bot;wall_1_bot;wall_1_bot;wall_1_bot;wall_1_bot;wall_1_bot;wall_1_bot;wall_1_bot;wall_1_bot;wall_1_bot;wall_1_bot;wall_1_bot;wall_1_bot;wall_1_bot;wall_1_bot;wall_1_bot;wall_1_bot;wall_1_bot;";"
